name,market,city,status,efficiency_score,total_funding
Michigan State University, Education ,East Lansing,operating,26.7,3900000.0
Mico Innovations,Unknown,Rockville Centre,operating,26.7,3000000.0
Microarrays, Biotechnology ,Huntsville,operating,26.7,1000000.0
Microbio Pharma, Medical ,Encino,operating,26.7,500000.0
Microlaunchers, Travel ,Las Vegas,operating,26.7,25000.0
Microlytic, Biotechnology ,Burlington,operating,26.7,0.0
Micronotes, Analytics ,Cambridge,operating,26.7,301076.0
MicroQuant, Analytics ,Raleigh,operating,26.7,740000.0
MicuRx Pharmaceuticals, Biotechnology ,Hayward,operating,26.7,25000000.0
MID Labs, Medical ,San Leandro,operating,26.7,51000000.0
Midnight Studios, Games ,Round Rock,operating,26.7,541680.0
Midverse Studios, Games ,Mountain View,operating,26.7,6500000.0
Midwest Compliance Laboratories, Medical ,Terre Haute,operating,26.7,200000.0
MIGSIF, Real Estate ,San Mateo,operating,26.7,12000000.0
Milabra, Internet ,New York,operating,26.7,1912500.0
Milano Worldwide,Unknown,Delray Beach,operating,26.7,150000.0
MileIQ, Mobile ,San Francisco,operating,26.7,3000000.0
Milestone AV Technologies, Electronics ,Eden Prairie,operating,26.7,0.0
Military Cost Cutters, E-Commerce ,Davenport,operating,26.7,0.0
Military Wraps, Defense ,Lumberton,operating,26.7,0.0
Mill Creek Life Sciences, Hospitality ,Rochester,operating,26.7,625000.0
Millennium Airlines, Transportation ,Colorado Springs,operating,26.7,0.0
MILLENNIUM BIOTECHNOLOGIES,Unknown,Basking Ridge,operating,26.7,4601838.0
Millican,Unknown,Cambria,operating,26.7,0.0
Mimosa, Mobile ,Campbell,operating,26.7,20000000.0
Mimvi, Search ,Sunnyvale,operating,26.7,425000.0
Minco Technology Labs, Semiconductors ,Austin,operating,26.7,5500000.0
MIND C.T.I. Ltd, Software ,Silver Spring,operating,26.7,0.0
Mind Field Solutions,Unknown,Fairfax,operating,26.7,50000.0
Mind Technologies, Software ,Cardiff By The Sea,operating,26.7,984625.0
Mind-Alliance Systems, Software ,Roseland,operating,26.7,2500000.0
MindBodyGreen, Health and Wellness ,Brooklyn,operating,26.7,1870000.0
MindJolt, Facebook Applications ,San Francisco,operating,26.7,22000000.0
Mindoula Health, Health and Wellness ,Bethesda,operating,26.7,175000.0
MindSet Rx, Biotechnology ,Arlington Heights,operating,26.7,100000.0
Mindshare Technologies, Enterprise Software ,Salt Lake City,operating,26.7,20000000.0
MindTickle, Sales Automation ,Mountain View,operating,26.7,1800000.0
Mineful, Enterprise Software ,Chicago,operating,26.7,25000.0
Mineralist,Unknown,Richardson,operating,26.7,105000.0
Mingly, Social Media ,San Francisco,operating,26.7,500000.0
Mingyian, Public Relations ,New York,operating,26.7,500000.0
MiniVax, Biotechnology ,New Orleans,operating,26.7,110000.0
Minneapolis Biomass Exchange, Curated Web ,Minneapolis,operating,26.7,65000.0
MinusNine Technologies, Hardware + Software ,Birdsboro,operating,26.7,770000.0
Minuteman Global, Transportation ,Fort Worth,operating,26.7,0.0
Minyanville, News ,New York,operating,26.7,2200000.0
Mira (The Spoken Thought), Big Data ,New York,operating,26.7,50000.0
MiracleCord, Biotechnology ,Chicago,operating,26.7,200000.0
Miret Surgical, Health and Wellness ,Elmhurst,operating,26.7,645000.0
Miria Systems, Enterprise Software ,Norristown,operating,26.7,0.0
Mirovia Networks, Networking ,Grayslake,operating,26.7,0.0
Mirror Digital, Advertising ,Los Angeles,operating,26.7,300000.0
Miselu Inc., Android ,San Francisco,operating,26.7,6000000.0
Mission Control Technologies, Software ,Carpinteria,operating,26.7,4025000.0
Mission Critical Electronics, Manufacturing ,Newport Beach,operating,26.7,22800000.0
Mission Development, Real Estate ,Karnes City,operating,26.7,0.0
Mission Product Holdings, Sports ,New York,operating,26.7,34999988.0
Mission Research, Nanotechnology ,Lancaster,operating,26.7,1500000.0
Mission Street Manufacturing, Electronics ,Santa Barbara,operating,26.7,525000.0
Mississippi ALF Investor, Health and Wellness ,Memphis,operating,26.7,1200000.0
Missy's Candy,Unknown,Chicora,operating,26.7,0.0
Mist.io, Mobile ,San Francisco,operating,26.7,100000.0
Mister Bucks Pet Food Company, Hospitality ,Bloomfield,operating,26.7,0.0
misterbnb, Vacation Rentals ,San Francisco,operating,26.7,500000.0
MIT Energy Initiative, Clean Technology ,Cambridge,operating,26.7,25000000.0
MiTio, Medical ,Mcdonough,operating,26.7,0.0
Mixify, Entertainment ,Brooklyn,operating,26.7,1800000.0
MixRank, Lead Generation ,San Francisco,operating,26.7,1500000.0
MJJ Sales, Local Businesses ,Yuba City,operating,26.7,10000.0
MMIS, Entrepreneur ,New York,operating,26.7,0.0
MMIT, Pharmaceuticals ,Yardley,operating,26.7,0.0
MOAEC, Software ,Billerica,operating,26.7,0.0
Moaxis Technologies Inc., Software ,Lithia,operating,26.7,0.0
Mobee, Crowdsourcing ,Boston,operating,26.7,1100000.0
Mobento, Education ,New York,operating,26.7,1666776.0
Moberg Research, Health Care ,Kelayres,operating,26.7,100000.0
Mobi Tech, Mobile ,South Jordan,operating,26.7,150000.0
Mobiclip Inc., Mobile ,San Diego,operating,26.7,0.0
MobiDough, Software ,Campbell,operating,26.7,3549916.0
Mobiform Software Inc., Software ,Crystal River,operating,26.7,19200.0
Mobifusion, Mobile ,Sunnyvale,operating,26.7,3100000.0
Mobile Accord, E-Commerce ,Denver,operating,26.7,6600000.0
Mobile Action, App Marketing ,San Francisco,operating,26.7,805000.0
Mobile Authentication, Software ,Scottsdale,operating,26.7,3970000.0
Mobile Experience, Mobile ,Renton,operating,26.7,750000.0
Mobile Learning Networks, Software ,San Diego,operating,26.7,350000.0
"Mobile Location, IP", Real Estate ,Collingswood,operating,26.7,18000000.0
Mobile Media Content, 3D ,Miami,operating,26.7,947228.0
Mobile Messenger, Messaging ,Los Angeles,operating,26.7,0.0
Mobile Roadie, Mobile ,Beverly Hills,operating,26.7,0.0
Mobile Websites, Software ,Las Vegas,operating,26.7,100000.0
Mobile-XL, Mobile ,Santa Monica,operating,26.7,280000.0
MobileDataforce, Enterprise Software ,Meridian,operating,26.7,1000000.0
MobileHelp, Health and Wellness ,Boca Raton,operating,26.7,0.0
MobilePro, Mobile ,Las Vegas,operating,26.7,3080005.0
MobileWeaver,Unknown,Santa Clara,operating,26.7,1000000.0
MobileX Labs, Software ,Chicago,operating,26.7,1500000.0
Mobilitec, Software ,San Mateo,operating,26.7,12100000.0
Mobilitie, Mobile ,Newport Beach,operating,26.7,100000000.0
Mobilygen, Semiconductors ,Santa Clara,operating,26.7,10000000.0
mobintent, Advertising ,New York,operating,26.7,0.0
Mobisante, Health Care ,Redmond,operating,26.7,4200000.0
mobiTeris, Mobile ,San Jose,operating,26.7,0.0
MobiWork, Hardware + Software ,Delray Beach,operating,26.7,1500000.0
Moblico, Wireless ,West Mansfield,operating,26.7,0.0
MobSoc Media, Mobile ,San Francisco,operating,26.7,5000000.0
Moburst, Mobile ,New York,operating,26.7,500000.0
MOD Systems, Software ,Seattle,operating,26.7,5550500.0
ModaMi, Software ,San Carlos,operating,26.7,250000.0
Modavanti.com, Sustainability ,New York,operating,26.7,300000.0
Modbook, Hardware + Software ,Los Angeles,operating,26.7,318244.0
Mode De Faire, Trading ,Dallas,operating,26.7,16000.0
Modera.co, Social Media ,Sacramento,operating,26.7,500000.0
Modern Meadow, Food Processing ,Brooklyn,operating,26.7,10000000.0
Modify, Mass Customization ,San Francisco,operating,26.7,0.0
Modlar, Design ,San Francisco,operating,26.7,2000000.0
ModoPayments, Discounts ,Richardson,operating,26.7,2000000.0
ModuleQ, Software ,San Francisco,operating,26.7,2342026.0
Modulus Financial Engineering, Software ,Scottsdale,operating,26.7,8450000.0
Modus eDiscovery, Legal ,Washington,operating,26.7,10000000.0
"Modus Group, LLC.", Mobile ,San Ramon,operating,26.7,520000.0
Modus3D, Software ,Greenwood Village,operating,26.7,0.0
Modustri,Unknown,Grand Rapids,operating,26.7,145000.0
MOgene, Biotechnology ,St Louis,operating,26.7,1500000.0
mohchi, Web Development ,New York,operating,26.7,250000.0
Moisture Mapper International, Software ,Lawrence,operating,26.7,50000.0
Mojix, Wireless ,Los Angeles,operating,26.7,50000000.0
MojoPages, Reviews and Recommendations ,San Diego,operating,26.7,5000000.0
Molina Healthcare, Health Care ,Long Beach,operating,26.7,3114157.0
Mom Trusted, Social Media ,Menlo Park,operating,26.7,1000000.0
Moment, Hardware + Software ,Seattle,operating,26.7,1500000.0
Monarch Teaching Technologies, Software ,Cleveland,operating,26.7,760489.0
Moncai, Development Platforms ,New Albany,operating,26.7,0.0
MondayOne Properties, Real Estate ,Irvine,operating,26.7,3850000.0
Monet Software, Curated Web ,Los Angeles,operating,26.7,0.0
Monetsu, E-Commerce ,Mountain View,operating,26.7,100000.0
Monitor My Meds, Senior Health ,Denver,operating,26.7,100000.0
MonitorTech Corporation, Consumer Electronics ,Columbus,operating,26.7,35000.0
Monscierge, Software ,Oklahoma City,operating,26.7,2049999.0
Monsieur, Hardware + Software ,Atlanta,operating,26.7,2000000.0
Montage Healthcare Solutions, Health Care ,Philadelphia,operating,26.7,999984.0
MONTAJ, Video ,Brooklyn,operating,26.7,437500.0
Montiel USA,Unknown,San Diego,operating,26.7,827500.0
Montrue Technologies, Software ,Ashland,operating,26.7,200000.0
Moodswiing, Social Media ,Tulsa,operating,26.7,100000.0
Moosejaw Mountaineering and Backcountry Travel, E-Commerce ,Madison Heights,operating,26.7,0.0
Moqizone Holding, Software ,New York,operating,26.7,2203000.0
Mor.sl, Hospitality ,Washington,operating,26.7,0.0
MorganFranklin Consulting, Consulting ,Mclean,operating,26.7,4822000.0
Morningside Analytics,Unknown,New York,operating,26.7,1100000.0
Morningstar, Investment Management ,Chicago,operating,26.7,91000000.0
Morningstar Investments, Software ,Indianapolis,operating,26.7,0.0
Morsel, Food Processing ,Chicago,operating,26.7,800000.0
Motion Dispatch, Software ,Culver City,operating,26.7,0.0
Motion Traxx, Publishing ,New York,operating,26.7,50000.0
MotionPoint, Translation ,Fort Lauderdale,operating,26.7,8000000.0
Motista, Sales and Marketing ,San Mateo,operating,26.7,5862712.0
Motivating Wellness, Consulting ,Beaumont,operating,26.7,0.0
Motomotives, Mechanical Solutions ,Canton,operating,26.7,0.0
Motorator, Content ,Marina Del Rey,operating,26.7,160000.0
Motostrano, Bicycles ,Redwood City,operating,26.7,150000.0
Moultrie Tool Mfg Co, Manufacturing ,Moultrie,operating,26.7,0.0
Mount Knowledge USA, Software ,Novi,operating,26.7,1350000.0
Mountain Alarm, Security ,Nampa,operating,26.7,0.0
Mountain Machine Games, Game ,Portland,operating,26.7,0.0
Mountain View Locksmith, Local Businesses ,Mountain View,operating,26.7,0.0
Mountainside Fitness, Health and Wellness ,Scottsdale,operating,26.7,40000000.0
Mousera, Biotechnology ,San Mateo,operating,26.7,8800000.0
Movaz Networks, Web Hosting ,Norcross,operating,26.7,20000000.0
Move In History, Big Data ,Waterloo,operating,26.7,0.0
Move Loot, E-Commerce ,San Francisco,operating,26.7,2800000.0
"Movero, Inc.", Enterprise Software ,Columbus,operating,26.7,5000000.0
MoveThatBlock.com, Real Estate ,Lyndonville,operating,26.7,1050000.0
MOVL, Apps ,Atlanta,operating,26.7,0.0
MOWGLI, Music ,Atlanta,operating,26.7,550000.0
Moximed, Biotechnology ,Hayward,operating,26.7,47607656.0
Moxtra, Mobile ,Los Gatos,operating,26.7,10000000.0
Mozzo Analytics, Analytics ,Syracuse,operating,26.7,0.0
mPortal, Mobile ,Mclean,operating,26.7,4000000.0
MPOWER Mobile, Mobile ,Austin,operating,26.7,5000000.0
mPura, Hospitality ,Fremont,operating,26.7,200000.0
Mr. Number, Mobile ,San Mateo,operating,26.7,4797338.0
MRO, Health Care ,King Of Prussia,operating,26.7,0.0
MSI Security, Security ,Mclean,operating,26.7,70000.0
Mu Sigma, Analytics ,Northbrook,operating,26.7,25000000.0
MuciMed, Biotechnology ,Kalamazoo,operating,26.7,200000.0
MuckRock, Software ,Boston,operating,26.7,25000.0
Mud Bay, Hospitality ,Tumwater,operating,26.7,445504.0
Multi Service Corporation, Finance ,Overland Park,operating,26.7,0.0
MultiLing Corporation,Unknown,Provo,operating,26.7,10300000.0
Multimedia Plus | QuizScore, Retail Technology ,New York,operating,26.7,0.0
Multipop, Video ,New York,operating,26.7,2000000.0
Mulu, Curated Web ,Palo Alto,operating,26.7,3641507.0
MunchAway, E-Commerce ,Greenwood Village,operating,26.7,600000.0
Munchkin, E-Commerce ,North Hills,operating,26.7,45000000.0
Munchkin Fun, Technology ,Miami,operating,26.7,230000.0
Munetrix, Software ,Auburn Hills,operating,26.7,500000.0
Munogenics, Biotechnology ,Austin,operating,26.7,0.0
Murray Technologies, Sports ,Fayetteville,operating,26.7,0.0
Music Factory, Music ,Costa Mesa,operating,26.7,0.0
Music180.com, Professional Services ,West Hollywood,operating,26.7,1000000.0
MusicIP, Music ,Monrovia,operating,26.7,2000000.0
Musicnotes, Music ,Madison,operating,26.7,3537825.0
MusicXray, Music ,New York,operating,26.7,2000000.0
Mutual Aid Labs, Software ,Oostburg,operating,26.7,0.0
Muut, Content ,Portland,operating,26.7,770000.0
"Muzik, LLC", Technology ,Miami,operating,26.7,10000000.0
Muzy, Curated Web ,San Francisco,operating,26.7,4400000.0
"MVB Bank,", Banking ,Fairmont,operating,26.7,52800000.0
MVP Interactive, Software ,Philadelphia,operating,26.7,0.0
mWater, Software ,New York,operating,26.7,100000.0
My Ad Box, Advertising ,Baltimore,operating,26.7,50000.0
My COI, Software ,Marion,operating,26.7,25000.0
My Computer Works, Consulting ,Scottsdale,operating,26.7,0.0
My Dog Bowl, Pets ,Laguna Niguel,operating,26.7,0.0
My Fashion Database, Fashion ,Los Angeles,operating,26.7,340000.0
My Open Road Corp., Energy Efficiency ,Aliso Viejo,operating,26.7,60000.0
My Own Med, E-Commerce ,Bethesda,operating,26.7,1900000.0
My Point...Exactly, Consulting ,Pelham,operating,26.7,0.0
My Rental Units, Real Estate ,San Francisco,operating,26.7,0.0
myCampusTutors,Unknown,Austin,operating,26.7,0.0
MyClean, Local Businesses ,New York,operating,26.7,270000.0
MyColorScreen, Hardware ,Irvine,operating,26.7,500000.0
Mycroft Inc., Security ,New York,operating,26.7,10000000.0
MyCrowd, Software ,Corte Madera,operating,26.7,150000.0
MyDocTime,Unknown,Greenville,operating,26.7,0.0
MyDream Interactive, Software ,Palo Alto,operating,26.7,2056919.0
MyDROBE, Mobile ,New York,operating,26.7,300000.0
myEDmatch, Recruiting ,Kansas City,operating,26.7,2600000.0
Myer, E-Commerce ,Melbourne Beach,operating,26.7,181592251.0
MyFitnessPal, Personal Health ,San Francisco,operating,26.7,18000000.0
MyFreightWorld, Software ,Overland Park,operating,26.7,1507162.0
Mygistics, Software ,Kansas City,operating,26.7,342186.0
MyGrove Media, News ,Brooklyn,operating,26.7,180000.0
"Myhomepayge, Inc.", Real Estate ,New York,operating,26.7,1300000.0
myinfoQ, Search ,New York,operating,26.7,25000.0
myJambi, Services ,New York,operating,26.7,2175000.0
myLINGO, Entertainment Industry ,Los Angeles,operating,26.7,1125007.0
myMatrixx, Biotechnology ,Tampa,operating,26.7,180000.0
MyMosa, Wine And Spirits ,Las Vegas,operating,26.7,0.0
MyNewFinancialAdvisor, Finance ,Santa Barbara,operating,26.7,1500000.0
MynewMD, Search ,Boston,operating,26.7,0.0
myNEXUS, Hospitals ,Brentwood,operating,26.7,13600000.0
MyNines, E-Commerce ,New York,operating,26.7,500000.0
Myoonet, Education ,Seattle,operating,26.7,100000.0
myOrder, Mobile ,San Francisco,operating,26.7,220000.0
MyOtherDrive, Photo Sharing ,Dayton,operating,26.7,1000000.0
MyOutdoorTV.com, Sports ,Franklin,operating,26.7,1000000.0
MyRegistry.com, Fashion ,Fort Lee,operating,26.7,8950000.0
myRete, Social Media ,Alexandria,operating,26.7,1787500.0
Mysafeplace, Cloud Data Services ,Carlisle,operating,26.7,0.0
mySkin, Hardware + Software ,Jersey City,operating,26.7,275000.0
MySongToYou, Music ,Woodland Hills,operating,26.7,100000.0
myTAG.com, E-Commerce ,San Jose,operating,26.7,100000.0
MyTennisLessons, Curated Web ,Austin,operating,26.7,0.0
MyTime, Apps ,San Francisco,operating,26.7,3000000.0
MyUS.com, E-Commerce ,Sarasota,operating,26.7,0.0
MyWedding, Events ,Castle Rock,operating,26.7,8000000.0
Myxer, Video Streaming ,Deerfield Beach,operating,26.7,6500000.0
myZamana, Online Dating ,Lucerne Valley,operating,26.7,0.0
N12 Technologies, Clean Technology ,Cambridge,operating,26.7,5266054.0
n2v Solutions, Networking ,Winona,operating,26.7,0.0
Nalari Health, Biotechnology ,Providence,operating,26.7,100000.0
Nano Game Studio, Mobile ,Dublin,operating,26.7,500000.0
Nano Meta Technologies, Enterprise Software ,West Lafayette,operating,26.7,0.0
Nano Pet Products, Pets ,Norwalk,operating,26.7,300000.0
Nano Precision Medical, Biotechnology ,Emeryville,operating,26.7,2000000.0
Nano3D Biosciences, Biotechnology ,Houston,operating,26.7,250000.0
NanoCellect, Biotechnology ,San Diego,operating,26.7,700000.0
NanoDynamics, Hardware + Software ,Buffalo,operating,26.7,4125150.0
NanoHorizons, Biotechnology ,Bellefonte,operating,26.7,2101767.0
Nanomed Pharameceuticals, Biotechnology ,Kalamazoo,operating,26.7,3049998.0
NanoMedex Pharmaceuticals, Biotechnology ,Middleton,operating,26.7,500000.0
NanoMedical Systems, Nanotechnology ,Austin,operating,26.7,2322500.0
NanoPack, Nanotechnology ,Wayne,operating,26.7,1100000.0
NanoPharmaceuticals, Biotechnology ,New York,operating,26.7,2622500.0
Nanophotonica, Manufacturing ,Orlando,operating,26.7,150005.0
NanoPrecision Holding Company, Manufacturing ,Santa Monica,operating,26.7,4600000.0
nanoRETE, Biotechnology ,Lansing,operating,26.7,1188277.0
Nanosphere, Health Care ,Northbrook,operating,26.7,30200000.0
Nanotronics Imaging, Software ,Cuyahoga Falls,operating,26.7,7000000.0
NanoVibronix, Medical Devices ,Melville,operating,26.7,1000000.0
Nanya Technology Corporation, Manufacturing ,Santa Clara,operating,26.7,0.0
NaphCare, Health and Wellness ,Birmingham,operating,26.7,500000.0
Nara Logics, Artificial Intelligence ,Cambridge,operating,26.7,13000000.0
Narrable, K-12 Education ,Tulsa,operating,26.7,165000.0
Narvalous, Startups ,Palo Alto,operating,26.7,800000.0
Narvar, E-Commerce ,San Francisco,operating,26.7,2000000.0
Narvii, Software ,Medford,operating,26.7,1832219.0
Nascent Biologics, Biotechnology ,San Diego,operating,26.7,542500.0
Nascent Surgical, Biotechnology ,Eden Prairie,operating,26.7,223000.0
NASOFORM, Biotechnology ,Menlo Park,operating,26.7,4000000.0
